Division,Event,Rider,Horse,Dress Score,Dress Place,XC Jump,XC Elapsed,XC Time,To Date Score,To Date Place,Stad Jump,Stad Time,Final Score,Final Place
Maiden Combined Test-B,Pipe Opener 1 - CHP (Jan 2021),Maureane Hoffman,Ragnarr Af Midgard,28.00,2,0.00,6.00,34.00,2-T, ,0:00, , , 
Maiden Combined Test-B,Pipe Opener 1 - CHP (Jan 2021),Logan Harris,Cabin Crimson LH,35.80,8-T,0.00,0.00,35.80,4-T, ,0:00, , , 
Maiden Combined Test-B,Pipe Opener 1 - CHP (Jan 2021),Ellen Agler,Excel Star Briarhill's Echo,31.80,4,4.00,0.00,35.80,4-T, ,0:00, , , 
Maiden Combined Test-B,Pipe Opener 1 - CHP (Jan 2021),Sophie Case,Panda,37.30,10,0.00,0.00,37.30,6, ,0:00, , , 
Maiden Combined Test-B,Pipe Opener 1 - CHP (Jan 2021),Colleen Mauro,Vespasia Polla,35.80,8-T,0.00,3.60,39.40,7, ,0:00, , , 
Maiden Combined Test-B,Pipe Opener 1 - CHP (Jan 2021),Maria Clark*,Danville,35.30,7,8.00,0.00,43.30,8, ,0:00, , , 
Maiden Combined Test-B,Pipe Opener 1 - CHP (Jan 2021),Clara Silkstone,Shenandoah Sea Lily,34.00,5-T,12.00,0.00,46.00,9, ,0:00, , , 
Maiden Combined Test-B,Pipe Opener 1 - CHP (Jan 2021),Dana Mertzel,Sir Max ,30.80,3,12.00,E,E,E, ,0:00, , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Daisy Fouts,WR Brigsby , , , ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Julia Davis,Raindrops on Roses,53.78,1, ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Julia Davis,Raindrops on Roses,55.73,2, ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Daisy Fouts,WR Brigsby ,57.93,3, ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Audrey Delap,Mouseketeer,59.69,4, ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Marley Stone Bourke,LVS Dassett Charisma,63.48,5-T, ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Austin Skeens,What Gives,63.48,5-T, ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Diane Smith,Tovah,64.03,7, ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Alanna Steele,Tanner,64.69,8, ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Kristin Astle,Salt Wells Kestrel,65.63,9, ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Kristin Astle,Salt Wells Kestrel,65.94,10, ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Michael Pendleton,Mystic Fair,66.67,11, ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Macie Brock,Fibber and Molly,67.38,12, ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Diane Smith,Tovah,68.10,13, ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Michael Pendleton,Carlsburg,68.57,14, ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Sarah Kuhn,Mr. Cash Van De Start,68.75,15, ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Bridgette Miller,Cano Cristales,68.91,16, ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Katherine DeLaney,Canto Royale,70.18,17, ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Morgyn Johnson,Peter Parker GS,70.46,18, ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Holly Shade,Hang on Caitlyn,71.91,19, ,0:00, , , , , , , 
Dressage Test Of Choice,Stable View Winter Combined Test(Jan 2021),Alexander Conrad,Jive,72.57,20, ,0:00, , , , , , , 
,Stable View Winter Combined Test(Jan 2021),Michael Pendleton,Napoleon Z, , , , , , , ,0:00, , , 
,Stable View Winter Combined Test(Jan 2021),Ashleigh Currier,Concept, , , , , , , ,0:00, , , 
,Stable View Winter Combined Test(Jan 2021),Solomon Edwards,Urlanmore Beauty, , , , , , , ,0:00, , , 
,Stable View Winter Combined Test(Jan 2021),Cathy Anne Coward,Charlie, , , , , , , ,0:00, , , 
,Stable View Winter Combined Test(Jan 2021),Ashleigh Currier,Concept, , , , , , , ,0:00, , , 
,Stable View Winter Combined Test(Jan 2021),Bridgette Miller,Cano Cristales, , , , , , , ,0:00, , , 
,Stable View Winter Combined Test(Jan 2021),Solomon Edwards,Aaron, , , , , , , ,0:00, , , 
,Stable View Winter Combined Test(Jan 2021),Alyssa Jastram,Timmie, , , , , , , ,0:00, , , 
Sprouts - Combined Test,Stable View Winter Combined Test(Jan 2021),Jane Polk,MW Riley Z,27.50,1,0.00,0.00,27.50,1, ,0:00, , , 
Sprouts - Combined Test,Stable View Winter Combined Test(Jan 2021),Susan  Kraus ,Firefly ,28.40,2,0.00,10.80,39.20,2, ,0:00, , , 
Sprouts - Combined Test,Stable View Winter Combined Test(Jan 2021),Colter Manley,NDR's Party Pard,37.80,3,4.00,6.40,48.20,3, ,0:00, , , 
Sprouts - Combined Test,Stable View Winter Combined Test(Jan 2021),Abby James,Chateau De Bordeaux,42.20,4,0.00,R,R,R, ,0:00, , , 
Tadpole - Combined Test-A,Stable View Winter Combined Test(Jan 2021),Elli Palenbaum,Fernhill Classic,26.50,1,0.00,0.00,26.50,1, ,0:00, , , 
Tadpole - Combined Test-A,Stable View Winter Combined Test(Jan 2021),Addison Scott,Katahdin,31.30,4,0.00,0.80,32.10,2, ,0:00, , , 
Tadpole - Combined Test-A,Stable View Winter Combined Test(Jan 2021),Emily Parrick,Sticky Situation,29.30,3,4.00,6.40,39.70,3, ,0:00, , , 
Tadpole - Combined Test-A,Stable View Winter Combined Test(Jan 2021),Lauren Ford,Outlander,36.00,6,4.00,0.00,40.00,4, ,0:00, , , 
Tadpole - Combined Test-A,Stable View Winter Combined Test(Jan 2021),Lucy Greene,Isabella,35.30,5,0.00,5.20,40.50,5, ,0:00, , , 
Tadpole - Combined Test-A,Stable View Winter Combined Test(Jan 2021),Sienna Busking,Sinderella,28.00,2,4.00,9.60,41.60,6, ,0:00, , , 
Tadpole - Combined Test-B,Stable View Winter Combined Test(Jan 2021),Brook Pittinger,Incognito,31.80,2,0.00,0.00,31.80,1, ,0:00, , , 
Tadpole - Combined Test-B,Stable View Winter Combined Test(Jan 2021),Sienna Busking,Maid of the Mist,31.50,1,4.00,0.00,35.50,2, ,0:00, , , 
Tadpole - Combined Test-B,Stable View Winter Combined Test(Jan 2021),Cord Flora,Courtly Conceit,36.80,5-T,0.00,0.00,36.80,3, ,0:00, , , 
Tadpole - Combined Test-B,Stable View Winter Combined Test(Jan 2021),McKenna Moran,Red Hot Heat,34.00,3,4.00,0.00,38.00,4, ,0:00, , , 
Tadpole - Combined Test-B,Stable View Winter Combined Test(Jan 2021),Victoria McMillen,Jackson Blues,36.80,5-T,4.00,1.20,42.00,5, ,0:00, , , 
Tadpole - Combined Test-B,Stable View Winter Combined Test(Jan 2021),Karley McWhorter,Im A Prankster,41.80,8,0.00,1.20,43.00,6, ,0:00, , , 
Tadpole - Combined Test-B,Stable View Winter Combined Test(Jan 2021),Paige Harris,Cody's Pepsi Bye Poco,36.50,4,8.00,0.00,44.50,7, ,0:00, , , 
Tadpole - Combined Test-B,Stable View Winter Combined Test(Jan 2021),Jane Polk,Cambria,38.80,7,12.00,7.20,58.00,8, ,0:00, , , 
Intermediate - Combined Test,Stable View Winter Combined Test(Jan 2021),Barrett Phillips,Whole Nine Yards,37.20,3,8.00,3.60,48.80,1, ,0:00, , , 
Intermediate - Combined Test,Stable View Winter Combined Test(Jan 2021),Ashley Adams,Charly,30.30,1,0.00,W,W,W, ,0:00, , , 
Intermediate - Combined Test,Stable View Winter Combined Test(Jan 2021),Katherine DeLaney,Canto Royale,34.80,2,0.00,W,W,W, ,0:00, , , 
Preliminary- Combined Test-A,Stable View Winter Combined Test(Jan 2021),Mikki Kuchta,Chiraz,25.00,1,0.00,2.00,27.00,1, ,0:00, , , 
Preliminary- Combined Test-A,Stable View Winter Combined Test(Jan 2021),Ashley MacVaugh,Latino H,28.50,2,0.00,0.40,28.90,2, ,0:00, , , 
Preliminary- Combined Test-A,Stable View Winter Combined Test(Jan 2021),Sam  Curtis,Blyth's Centurion FE,35.40,4,0.00,0.40,35.80,3, ,0:00, , , 
Preliminary- Combined Test-A,Stable View Winter Combined Test(Jan 2021),Jack  Curtis,Playmate III,35.90,5,0.00,0.80,36.70,4, ,0:00, , , 
Preliminary- Combined Test-A,Stable View Winter Combined Test(Jan 2021),Carly Blank,Connacht Dinin,38.00,6,0.00,0.00,38.00,5, ,0:00, , , 
Preliminary- Combined Test-A,Stable View Winter Combined Test(Jan 2021),Nicholas Beshear,Grizzly Peak,34.60,3,8.00,0.00,42.60,6, ,0:00, , , 
Preliminary- Combined Test-A,Stable View Winter Combined Test(Jan 2021),Solomon Edwards,Urlanmore Beauty,38.70,7,4.00,0.00,42.70,7, ,0:00, , , 
Preliminary- Combined Test-A,Stable View Winter Combined Test(Jan 2021),Arden Wildasin,UDI-LA,38.90,8,0.00,W,W,W, ,0:00, , , 
Preliminary- Combined Test-B,Stable View Winter Combined Test(Jan 2021),Ashley MacVaugh,Reuben Rialto,25.00,1,0.00,0.40,25.40,1, ,0:00, , , 
Preliminary- Combined Test-B,Stable View Winter Combined Test(Jan 2021),Jack  Curtis,Luska Candy Clover,31.50,4,0.00,0.00,31.50,2, ,0:00, , , 
Preliminary- Combined Test-B,Stable View Winter Combined Test(Jan 2021),Mikki Kuchta,Fernhill Royale,32.40,6-T,0.00,0.00,32.40,3, ,0:00, , , 
Preliminary- Combined Test-B,Stable View Winter Combined Test(Jan 2021),Ellis Hargadon,Hussaar Sunset,34.80,8,0.00,0.00,34.80,4, ,0:00, , , 
Preliminary- Combined Test-B,Stable View Winter Combined Test(Jan 2021),Kylie  Cahoon,Philena,30.00,3,8.00,0.00,38.00,5, ,0:00, , , 
Preliminary- Combined Test-B,Stable View Winter Combined Test(Jan 2021),Nick Meyers,All Gold,43.00,9,0.00,0.00,43.00,6, ,0:00, , , 
Preliminary- Combined Test-B,Stable View Winter Combined Test(Jan 2021),Julia Wendell,Shiva,32.40,6-T,12.00,0.00,44.40,7, ,0:00, , , 
Preliminary- Combined Test-B,Stable View Winter Combined Test(Jan 2021),Arden Wildasin,Wanama,32.00,5,0.00,W,W,W, ,0:00, , , 
Preliminary- Combined Test-B,Stable View Winter Combined Test(Jan 2021),Ashley Adams,Charly,25.20,2,0.00,W,W,W, ,0:00, , , 
Training -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Kate Kirchdorfer,Galway Bay Cooley,28.30,2,0.00,0.00,28.30,1, ,0:00, , , 
Training -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Danielle Moore,Tenth Rendition,29.30,4,0.00,0.00,29.30,2, ,0:00, , , 
Training -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Holly Shade,Hang on Caitlyn,25.50,1,4.00,0.00,29.50,3, ,0:00, , , 
Training -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Sydney Shinn,Hula Bronzer,32.40,7,0.00,0.00,32.40,4, ,0:00, , , 
Training -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Austin Skeens,What Gives,30.20,5,4.00,0.00,34.20,5, ,0:00, , , 
Training -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Morgyn Johnson,Peter Parker GS,35.70,10,0.00,0.00,35.70,6, ,0:00, , , 
Training -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Anna Fortier,Mr. Bounce,31.70,6,4.00,1.60,37.30,7, ,0:00, , , 
Training -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Grace Fiedler,Nutello,34.50,8,4.00,1.60,40.10,8, ,0:00, , , 
Training -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Michael Pendleton,Magic Spirit,28.60,3,12.00,0.00,40.60,9, ,0:00, , , 
Training -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Kathleen Parker,Picture in My Head,44.30,12,0.00,0.00,44.30,10, ,0:00, , , 
Training -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Sophie Coorssen,Coolnaboy Rubens,35.20,9,4.00,6.40,45.60,11, ,0:00, , , 
Training -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Madison Manley,Bourbon City ,39.50,11,16.00,0.40,55.90,12, ,0:00, , , 
Training -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Michael Pendleton,Contaro,26.00,1,0.00,0.00,26.00,1, ,0:00, , , 
Training -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Emily Beshear,Calla Lily,27.40,2,4.00,0.00,31.40,2, ,0:00, , , 
Training -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Annie Goodwin,MGH Lalique,29.30,3,4.00,0.00,33.30,3, ,0:00, , , 
Training -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Jared Beasley,Candola ,33.10,4,0.00,0.40,33.50,4, ,0:00, , , 
Training -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Alexander Conrad,Lexington II,34.10,6,4.00,0.00,38.10,5, ,0:00, , , 
Training -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Mikki Kuchta,Semore Smoke,35.50,8,4.00,0.00,39.50,6, ,0:00, , , 
Training -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Tracey Young,Biara G,35.70,9,4.00,0.00,39.70,7, ,0:00, , , 
Training -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Katlyn Parker,Bankers Mark ,36.70,10-T,8.00,0.00,44.70,8, ,0:00, , , 
Training -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Julia Wendell,Go Global,33.60,5,24.00,17.60,75.20,9, ,0:00, , , 
Training -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Ann Wicander,Mighty Finn,36.70,10-T,12.00,E,E,E, ,0:00, , , 
Training -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Sarah Kuhn,F.O.F. Fidelia,38.10,12,12.00,R,R,R, ,0:00, , , 
Training -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Arden Wildasin,Dusky Shadow,34.50,7,0.00,W,W,W, ,0:00, , , 
Novice - Combined Test-A,Stable View Winter Combined Test(Jan 2021),Lydia Sarro,King Robert,28.80,2,0.00,0.00,28.80,1, ,0:00, , , 
Novice - Combined Test-A,Stable View Winter Combined Test(Jan 2021),Alexander Conrad,Cooley Caviar,30.50,3,0.00,0.00,30.50,2, ,0:00, , , 
Novice - Combined Test-A,Stable View Winter Combined Test(Jan 2021),Kay Burack,Piper,27.60,1,4.00,0.00,31.60,3, ,0:00, , , 
Novice - Combined Test-A,Stable View Winter Combined Test(Jan 2021),Megan Murphy,Kineo,31.70,4,4.00,0.00,35.70,4, ,0:00, , , 
Novice - Combined Test-A,Stable View Winter Combined Test(Jan 2021),Maddie Lichten,AF Albertous,33.60,5,4.00,0.00,37.60,5, ,0:00, , , 
Novice - Combined Test-A,Stable View Winter Combined Test(Jan 2021),Risa Moon,Tuck,40.00,9,0.00,1.60,41.60,6, ,0:00, , , 
Novice - Combined Test-A,Stable View Winter Combined Test(Jan 2021),Emma Mendoza,Fullers London Pride,39.30,8,4.00,0.00,43.30,7, ,0:00, , , 
Novice - Combined Test-A,Stable View Winter Combined Test(Jan 2021),Hannah Jungling,Goblet of Fire,37.60,7,4.00,2.40,44.00,8, ,0:00, , , 
Novice - Combined Test-A,Stable View Winter Combined Test(Jan 2021),Solomon Edwards,Giant Red,45.70,11,4.00,0.00,49.70,9, ,0:00, , , 
Novice - Combined Test-A,Stable View Winter Combined Test(Jan 2021),Alexandra Multz,Markham's Moontide,40.50,10,8.00,2.00,50.50,10, ,0:00, , , 
Novice - Combined Test-A,Stable View Winter Combined Test(Jan 2021),Chloe Mattern,Wrenagade Angel,35.20,6,20.00,4.40,59.60,11, ,0:00, , , 
Novice - Combined Test-B,Stable View Winter Combined Test(Jan 2021),Martha Bader,Ardeo Arctic Wolf,31.20,4,0.00,1.20,32.40,1, ,0:00, , , 
Novice - Combined Test-B,Stable View Winter Combined Test(Jan 2021),Maura O'Grady,Watch Out,31.00,3,0.00,2.40,33.40,2, ,0:00, , , 
Novice - Combined Test-B,Stable View Winter Combined Test(Jan 2021),Maddie Lichten,Shark,28.10,1,4.00,1.60,33.70,3, ,0:00, , , 
Novice - Combined Test-B,Stable View Winter Combined Test(Jan 2021),Ashley MacVaugh,Jag,34.10,8-T,0.00,0.00,34.10,4-T, ,0:00, , , 
Novice - Combined Test-B,Stable View Winter Combined Test(Jan 2021),Barbara Warren,Holy City,34.10,8-T,0.00,0.00,34.10,4-T, ,0:00, , , 
Novice - Combined Test-B,Stable View Winter Combined Test(Jan 2021),Beth Wheeler,Pippin,35.00,10,0.00,0.00,35.00,6, ,0:00, , , 
Novice - Combined Test-B,Stable View Winter Combined Test(Jan 2021),Lydia Sarro,Cornmill Bob,31.40,5,4.00,0.00,35.40,7, ,0:00, , , 
Novice - Combined Test-B,Stable View Winter Combined Test(Jan 2021),Malin Eriksson,WHF Wilhelmina,32.40,6,4.00,0.00,36.40,8, ,0:00, , , 
Novice - Combined Test-B,Stable View Winter Combined Test(Jan 2021),Richard Moon,Tyrion,30.70,2,8.00,0.40,39.10,9, ,0:00, , , 
Novice - Combined Test-B,Stable View Winter Combined Test(Jan 2021),Faith Perini,SF Lonestar,37.60,12,4.00,0.00,41.60,10, ,0:00, , , 
Novice - Combined Test-B,Stable View Winter Combined Test(Jan 2021),Amy Wise Walker,Zero Gravity,32.60,7,12.00,0.80,45.40,11, ,0:00, , , 
Novice - Combined Test-B,Stable View Winter Combined Test(Jan 2021),Bridgette Miller,Truman,35.70,11,12.00,E,E,E, ,0:00, , , 
Beginner Novice- -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Molly McLaughlin,Fernhill Sinatra,26.70,2,4.00,0.00,30.70,1, ,0:00, , , 
Beginner Novice- -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Alexander Conrad,Cearney,28.60,3,4.00,0.00,32.60,2, ,0:00, , , 
Beginner Novice- -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Julia Avila-Guilabert,RedHeadedStepChild,35.60,5,0.00,0.00,35.60,3, ,0:00, , , 
Beginner Novice- -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Ava Iannamico ,ClockandKey,34.70,4,0.00,1.20,35.90,4, ,0:00, , , 
Beginner Novice- -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Alyssa Jastram,Timmie,36.40,6,0.00,0.00,36.40,5, ,0:00, , , 
Beginner Novice- -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Solomon Edwards,Aaron,36.70,7,0.00,0.00,36.70,6, ,0:00, , , 
Beginner Novice- -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Layna McLain,Storm Fly,41.10,10,0.00,0.00,41.10,7, ,0:00, , , 
Beginner Novice- -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Alexandria Burnett,BF Back Ina Flash,39.40,9,4.00,0.00,43.40,8, ,0:00, , , 
Beginner Novice- -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Olivia Jefferson,Ruby Falls Romeo,48.60,11,0.00,0.00,48.60,9, ,0:00, , , 
Beginner Novice- -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Hannah Jungling,Bella Noche,36.90,8,12.00,0.00,48.90,10, ,0:00, , , 
Beginner Novice- -Combined Test-A,Stable View Winter Combined Test(Jan 2021),Ian McDonald,Say You Love Me,23.60,1,0.00,E,E,E, ,0:00, , , 
Beginner Novice- -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Alexander Conrad,El Paso,23.90,1,0.00,0.00,23.90,1, ,0:00, , , 
Beginner Novice- -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Melissa Fox,Tito Tonight,27.80,4,0.00,0.00,27.80,2, ,0:00, , , 
Beginner Novice- -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Annie Goodwin,Global Halcyon,25.80,2-T,4.00,0.00,29.80,3, ,0:00, , , 
Beginner Novice- -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Beth Epling,Spock,30.60,7,0.00,0.00,30.60,4, ,0:00, , , 
Beginner Novice- -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Emily  Marsh,Dylano Q,25.80,2-T,4.00,1.60,31.40,5, ,0:00, , , 
Beginner Novice- -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Debbie McWhirter,Fernhill Fine Diamond,28.30,5,4.00,0.00,32.30,6, ,0:00, , , 
Beginner Novice- -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Helen Kaiser,The Cinnamon Challenge,33.10,8,0.00,0.00,33.10,7, ,0:00, , , 
Beginner Novice- -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Mary Huribal,Skukuza,28.90,6,8.00,0.00,36.90,8, ,0:00, , , 
Beginner Novice- -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Kerry Torrey,Sparkling Cider,38.30,11,0.00,0.00,38.30,9, ,0:00, , , 
Beginner Novice- -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Jane Polk,SFF Ziggy Stardust,40.60,13,0.00,0.00,40.60,10, ,0:00, , , 
Beginner Novice- -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Heather Currier,Newmarket Equador,36.70,10,8.00,0.00,44.70,11, ,0:00, , , 
Beginner Novice- -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Pippa  Moon,Richmond's Rosalea,33.30,9,16.00,6.80,56.10,12, ,0:00, , , 
Beginner Novice- -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Rosary Murphy,Fiji,39.70,12,0.00,W,W,W, ,0:00, , , 
Beginner Novice- -Combined Test-B,Stable View Winter Combined Test(Jan 2021),Cynthia Greene,Pop The Cork,42.80,14,0.00,W,W,W, ,0:00, , , 
,Stable View Winter Combined Test(Jan 2021),Solomon Edwards,Giant Red, , , , , , , ,0:00, , , 
,Stable View Winter Combined Test(Jan 2021),Alexandra Multz,Markham's Moontide, , , , , , , ,0:00, , , 
,Stable View Winter Combined Test(Jan 2021),Molly McLaughlin,Fernhill Sinatra, , , , , , , ,0:00, , , 
Open Preliminary-A,Horse Trials at Majestic Oaks (Jan 2021),John Michael Durr,PDQ Leigh,31.10,5,0.00,0.00,31.10,5,0.00,5:14,0.00,31.10,1
Open Preliminary-A,Horse Trials at Majestic Oaks (Jan 2021),Werner Geven,MSH Cooley Twilight,31.50,6,0.00,0.00,31.50,6,0.00,5:14,0.00,31.50,2
Open Preliminary-A,Horse Trials at Majestic Oaks (Jan 2021),William Ward III,Grando,27.40,1,0.00,0.00,27.40,1,0.00,5:37,8.00,35.40,3
Open Preliminary-A,Horse Trials at Majestic Oaks (Jan 2021),Alexandra Green Kerby,Maximum Fernhill,34.10,13,0.00,0.00,34.10,12,0.00,5:21,1.60,35.70,4
Open Preliminary-A,Horse Trials at Majestic Oaks (Jan 2021),Elinor O'Neal,SKM Charisma,32.80,9,0.00,0.00,32.80,9,0.00,5:36,7.60,40.40,5
Open Preliminary-A,Horse Trials at Majestic Oaks (Jan 2021),Alexandra Green Kerby,Fernhill Leitrim Lass,33.90,12,0.00,0.00,33.90,11,0.00,5:34,6.80,40.70,6
Open Preliminary-A,Horse Trials at Majestic Oaks (Jan 2021),Jennie Jarnstrom-Dennis,Prada,33.50,10,8.00,0.00,41.50,16,0.00,5:15,0.00,41.50,7
Open Preliminary-A,Horse Trials at Majestic Oaks (Jan 2021),Kit Ferguson,Fernhill Allure,33.70,11,0.00,0.00,33.70,10,0.00,5:38,8.40,42.10,8
Open Preliminary-A,Horse Trials at Majestic Oaks (Jan 2021),Katherine Christopher,Frodo of the Shire,36.50,14-T,0.00,0.00,36.50,13-T,0.00,5:32,6.00,42.50,9
Open Preliminary-A,Horse Trials at Majestic Oaks (Jan 2021),Alexandra Knowles,Ramdam de Mons,29.10,2,0.00,0.00,29.10,2,0.00,5:55,15.20,44.30,10
Open Preliminary-A,Horse Trials at Majestic Oaks (Jan 2021),Ashley Johnson ,That's The Stuff,36.50,14-T,0.00,0.00,36.50,13-T,0.00,5:45,11.20,47.70,11
Open Preliminary-A,Horse Trials at Majestic Oaks (Jan 2021),Alexandra Knowles,Ms. Poppins,30.90,4,0.00,0.00,30.90,4,0.00,5:59,16.80,47.70,12
Open Preliminary-A,Horse Trials at Majestic Oaks (Jan 2021),Katie Ruppel,A Sportsfield Diamond,32.60,8,0.00,0.00,32.60,8,0.00,6:00,17.20,49.80,13
Open Preliminary-A,Horse Trials at Majestic Oaks (Jan 2021),Stephanie  Tyler-Wright ,Madison Avenue,37.60,16,0.00,0.00,37.60,15,0.00,5:52,14.00,51.60,14
Open Preliminary-A,Horse Trials at Majestic Oaks (Jan 2021),Anna Loschiavo,Global Tullabeg Tango,30.70,3,0.00,0.00,30.70,3,40.00,6:08,20.40,91.10,15
Open Preliminary-A,Horse Trials at Majestic Oaks (Jan 2021),Francesca Spoltore,Millstreet Mitch,31.70,7,0.00,0.00,31.70,7,20.00,7:34,54.80,106.50,16
Open Preliminary-B,Horse Trials at Majestic Oaks (Jan 2021),Eliza Farren,Creffino PJ,26.70,2,0.00,0.00,26.70,2,0.00,5:23,2.40,29.10,1
Open Preliminary-B,Horse Trials at Majestic Oaks (Jan 2021),Alexandra Knowles,Morswood,25.20,1,0.00,0.00,25.20,1,0.00,5:31,5.60,30.80,2
Open Preliminary-B,Horse Trials at Majestic Oaks (Jan 2021),Leslie Law,Shirsheen Ice,31.70,5,0.00,0.00,31.70,5,0.00,5:17,0.00,31.70,3
Open Preliminary-B,Horse Trials at Majestic Oaks (Jan 2021),Alexandra Knowles,Business Class,27.20,3,0.00,0.00,27.20,3,0.00,5:33,6.40,33.60,4
Open Preliminary-B,Horse Trials at Majestic Oaks (Jan 2021),Maddie McElduff,Cambalda,30.70,4,0.00,0.00,30.70,4,0.00,5:39,8.80,39.50,5
Open Preliminary-B,Horse Trials at Majestic Oaks (Jan 2021),Fraser Duffy,Fernhill Corbeagh Delux,40.40,12,0.00,0.00,40.40,12,0.00,4:56,0.00,40.40,6
Open Preliminary-B,Horse Trials at Majestic Oaks (Jan 2021),Kit Ferguson,Cillbhrid Tom,34.40,9-T,0.00,0.00,34.40,8-T,0.00,5:38,8.40,42.80,7
Open Preliminary-B,Horse Trials at Majestic Oaks (Jan 2021),Katie Ruppel,Houdini,32.00,6,0.00,0.00,32.00,6,0.00,5:57,16.00,48.00,8
